house_type,num_bedrooms,floor_area_sqft,num_floors,num_occupants,num_adults,num_children,climate_zone,city_tier,insulation_quality,window_type,roof_type,has_ac,num_ac_units,ac_star_rating,ac_usage_hrs_per_day,num_ceiling_fans,num_led_bulbs,num_cfl_bulbs,num_incandescent_bulbs,avg_lighting_hrs_per_day,water_heater_type,water_heater_capacity_L,water_heater_usage_hrs_per_day,has_refrigerator,fridge_capacity_L,fridge_star_rating,has_microwave,has_electric_stove,has_dishwasher,dishwasher_cycles_per_week,has_washing_machine,washing_machine_type,washing_cycles_per_week,has_dryer,num_tvs,tv_screen_size_inch,tv_usage_hrs_per_day,num_computers,computer_usage_hrs_per_day,has_solar_panels,solar_capacity_kWp,has_battery_storage,battery_capacity_kWh,daily_energy_consumption_kWh,monthly_energy_consumption_kWh,estimated_peak_load_kW
Villa,4,1190,2,3,3,0,Hot & Dry,Tier 1,Good,Double Pane,Flat RCC,1,3,3,15.7,2,15,0,0,6.7,Heat Pump,50,0.9,1,500,2,1,0,1,8,1,Front Load,3,0,2,65,4.7,1,3.2,1,7,0,0,51.66,1549.7,10.39
Independent House,5,1675,1,4,1,3,Hot & Humid,Tier 1,Average,Single Pane,Sloped Tiled,0,0,0,0,7,7,3,1,4.4,Electric Geyser,50,1.6,1,340,1,1,0,0,0,1,Top Load,9,0,2,65,4.3,2,3.2,1,1,0,0,13.25,397.5,2.22
Independent House,3,1287,2,3,2,1,Hot & Dry,Tier 3,Good,Single Pane,Sloped Tiled,1,3,4,12.3,6,13,2,0,5.6,None,0,0,1,400,3,1,0,0,0,1,Front Load,5,0,3,55,8.1,1,5.7,1,10,0,0,17.61,528.2,7.83
Villa,1,421,1,3,1,2,Composite,Tier 1,Average,Single Pane,Flat RCC,1,1,1,7.7,2,9,6,3,7.8,Electric Geyser,50,2.2,1,500,3,0,1,1,3,1,Top Load,4,0,1,40,9.5,3,4.7,0,0,0,0,33.37,1001.2,4.17
Villa,3,937,3,2,2,0,Composite,Tier 1,Good,Single Pane,Sloped Tiled,1,3,3,13,5,10,9,3,4.1,Electric Geyser,25,2.9,1,340,4,1,1,0,0,1,Front Load,7,0,3,75,9.3,1,4,0,0,0,0,67.96,2038.9,8.5
Apartment,3,774,1,4,2,2,Hot & Dry,Tier 1,Excellent,Double Pane,Flat RCC,1,1,2,17.8,5,24,4,1,3,Heat Pump,10,1.4,1,340,3,0,0,0,0,1,Semi-Automatic,4,1,1,65,3.1,1,4,0,0,0,0,35.29,1058.8,4.41
Apartment,4,1127,3,5,3,2,Composite,Tier 2,Good,Single Pane,Sloped Tiled,0,0,0,0,4,11,2,4,11.3,Electric Geyser,35,0.7,1,500,2,0,0,0,0,1,Top Load,8,0,2,65,6,1,3.3,0,0,0,0,16.83,505,2.1
Apartment,1,436,2,5,3,2,Hot & Humid,Tier 1,Poor,Single Pane,Insulated RCC,1,2,5,16.4,7,6,1,2,5.7,Electric Geyser,10,2.7,1,500,3,1,0,0,0,1,Front Load,7,1,1,55,2.7,1,8.1,0,0,0,0,83.8,2514,10.47
Independent House,3,1005,1,2,1,1,Hot & Humid,Tier 3,Good,Single Pane,Flat RCC,0,0,0,0,2,11,1,0,5,Electric Geyser,25,0.6,1,165,5,1,0,0,0,0,None,0,0,1,55,9.7,1,8.9,0,0,0,0,8.47,254.2,1.06
Apartment,2,602,1,5,3,2,Hot & Humid,Tier 3,Average,Double Pane,Flat RCC,0,0,0,0,7,18,4,4,9.3,Electric Geyser,15,2.9,1,165,2,1,0,0,0,1,Top Load,8,1,1,65,3.7,1,9,0,0,0,0,31.35,940.6,3.92
Independent House,2,873,3,4,2,2,Temperate,Tier 1,Average,Single Pane,Insulated RCC,0,0,0,0,3,24,7,4,10.7,Solar + Backup,15,2.2,1,235,4,1,0,0,0,1,Top Load,5,0,1,40,3.6,0,0,0,0,0,0,15.05,451.5,1.88
Villa,3,1147,2,2,2,0,Hot & Humid,Tier 2,Good,Double Pane,Insulated RCC,1,1,3,10.8,7,4,7,0,8.7,Electric Geyser,15,2.9,1,235,3,1,0,0,0,1,Top Load,5,0,2,40,9.1,2,11.5,0,0,0,0,39.23,1176.9,4.9
Villa,3,925,1,1,1,0,Hot & Humid,Tier 1,Excellent,Single Pane,Insulated RCC,0,0,0,0,5,16,4,2,5.3,Electric Geyser,35,1,1,190,4,1,0,0,0,1,Top Load,2,0,2,32,9.7,2,10.8,0,0,0,0,12.94,388.1,1.62
Apartment,2,650,2,2,1,1,Hot & Dry,Tier 2,Poor,Single Pane,Sloped Tiled,0,0,0,0,4,21,1,0,10.8,Electric Geyser,15,0.6,1,190,2,0,1,0,0,1,Top Load,9,0,2,32,7.6,1,11.6,0,0,0,0,20.12,603.6,2.51
Villa,2,707,1,5,2,3,Hot & Humid,Tier 2,Good,Double Pane,Sloped Tiled,1,2,4,7.4,5,18,3,2,7.6,Electric Geyser,35,1.7,1,400,5,1,0,0,0,1,Front Load,3,0,1,43,3,2,5.9,0,0,0,0,39.61,1188.3,4.95
Apartment,3,860,1,4,1,3,Composite,Tier 1,Average,Single Pane,Sloped Tiled,0,0,0,0,6,10,6,1,6.4,Electric Geyser,35,1.6,1,500,4,1,0,0,0,1,Semi-Automatic,7,0,3,75,5.9,3,10.8,1,3,1,7.5,7.02,210.7,2.57
Villa,3,1086,1,4,3,1,Hot & Humid,Tier 1,Average,Double Pane,Insulated RCC,0,0,0,0,5,18,5,2,8.4,None,0,0,1,235,4,1,0,0,0,1,Front Load,2,0,2,43,8.5,3,9.6,0,0,0,0,19.09,572.7,2.39
Apartment,4,1649,1,2,1,1,Hot & Humid,Tier 2,Good,Double Pane,Insulated RCC,0,0,0,0,2,6,9,4,9.3,Electric Geyser,15,2.9,1,500,2,1,1,0,0,0,None,0,0,1,43,6.6,2,5.4,0,0,0,0,24.4,731.9,3.05
Apartment,5,1830,2,4,1,3,Composite,Tier 2,Average,Double Pane,Flat RCC,1,4,3,7.2,4,17,6,1,8.3,None,0,0,1,165,4,1,0,0,0,1,Front Load,8,0,2,32,3.1,2,3.1,0,0,0,0,52.28,1568.5,6.54
Villa,3,1176,1,1,1,0,Hot & Dry,Tier 1,Poor,Double Pane,Flat RCC,1,1,3,5.7,2,23,4,3,11.3,Electric Geyser,15,2.2,1,280,4,1,0,0,0,1,Semi-Automatic,2,0,1,55,3.4,1,8.8,1,3,1,10,19.91,597.4,4.18
Apartment,2,853,2,3,1,2,Composite,Tier 2,Average,Double Pane,Flat RCC,0,0,0,0,3,7,1,1,8.7,Electric Geyser,15,0.9,1,235,3,0,0,0,0,1,Top Load,2,0,1,65,8.9,1,3.4,0,0,0,0,9.72,291.7,1.22
Apartment,3,923,1,4,3,1,Composite,Tier 2,Good,Double Pane,Flat RCC,1,2,5,11.1,3,7,7,2,10.9,Electric Geyser,15,2.3,1,165,3,1,1,1,11,1,Top Load,5,0,1,50,6.2,1,4.9,0,0,0,0,44.04,1321.2,5.5
Independent House,2,636,1,2,2,0,Hot & Dry,Tier 3,Average,Single Pane,Green Roof,1,2,3,18,5,6,1,1,8.3,Electric Geyser,50,2.3,1,500,4,0,1,0,0,1,Semi-Automatic,5,1,1,50,7.6,2,7,0,0,0,0,83.01,2490.2,10.38
Independent House,2,775,1,4,2,2,Composite,Tier 1,Poor,Single Pane,Flat RCC,1,2,1,13.7,4,8,7,1,6,Electric Geyser,50,1.6,1,235,1,0,1,0,0,1,Semi-Automatic,4,0,1,75,5,2,8.8,0,0,0,0,70.56,2116.7,8.82
Independent House,4,1337,1,2,1,1,Hot & Humid,Tier 3,Average,Triple Pane,Flat RCC,1,4,5,8.3,7,14,6,3,7.8,Electric Geyser,35,2.8,1,340,4,1,0,0,0,1,Top Load,4,1,1,65,6.3,1,11.3,0,0,0,0,73.98,2219.4,9.25
Independent House,1,300,1,4,1,3,Composite,Tier 2,Excellent,Triple Pane,Insulated RCC,1,3,2,16.3,4,11,2,2,3.8,Electric Geyser,50,0.9,1,235,1,0,1,0,0,1,Front Load,5,0,3,40,9.8,1,7.9,1,7,1,7.5,40.27,1208.2,8.97
Independent House,4,1673,1,3,2,1,Hot & Dry,Tier 1,Good,Single Pane,Flat RCC,1,4,4,14.9,4,5,3,4,5.1,Electric Geyser,35,1.2,1,500,2,1,1,0,0,0,None,0,1,1,32,4.6,2,8.7,0,0,0,0,99.26,2977.8,12.41
Apartment,3,1242,2,3,1,2,Hot & Dry,Tier 2,Good,Single Pane,Flat RCC,0,0,0,0,4,19,6,1,9.9,Solar + Backup,10,0.7,1,500,4,1,0,0,0,1,Top Load,8,0,1,40,7.4,1,5.1,0,0,0,0,15.68,470.4,1.96
Apartment,3,1374,1,2,2,0,Composite,Tier 2,Good,Single Pane,Flat RCC,0,0,0,0,5,13,3,0,9,None,0,0,1,400,1,1,1,0,0,0,None,0,0,3,50,3.4,1,8.9,0,0,0,0,13.48,404.3,1.68
Apartment,3,1403,1,1,1,0,Temperate,Tier 3,Poor,Double Pane,Sloped Tiled,1,3,5,8.2,2,21,8,4,4.5,Electric Geyser,15,2.1,1,500,5,1,0,1,6,1,Top Load,2,0,1,40,3,1,6.4,0,0,0,0,46.66,1399.9,5.83
Row House,4,1125,1,5,2,3,Cold,Tier 1,Average,Single Pane,Flat RCC,0,0,0,0,5,10,6,1,6.9,Solar + Backup,25,1.3,1,340,5,0,0,0,0,1,Top Load,4,0,2,32,8.3,3,10.6,1,5,0,0,0,0,2.07
Independent House,3,1399,2,2,1,1,Composite,Tier 2,Average,Double Pane,Sloped Tiled,1,1,3,7.2,0,8,0,4,4.3,Solar + Backup,25,0.9,1,165,4,1,1,1,6,1,Top Load,5,0,1,32,8.8,1,5.9,1,3,1,5,7.68,230.3,2.65
Independent House,3,907,3,4,2,2,Hot & Dry,Tier 2,Poor,Triple Pane,Flat RCC,1,2,3,10.6,2,10,0,0,10.7,Electric Geyser,15,0.6,1,340,4,1,1,0,0,1,Front Load,3,0,1,32,7.3,1,6.7,0,0,0,0,56.56,1696.8,7.07
Independent House,1,376,1,6,3,3,Hot & Humid,Tier 3,Average,Triple Pane,Sloped Tiled,1,1,5,9.9,7,24,3,4,4,None,0,0,1,235,5,0,0,0,0,0,None,0,0,1,50,3.3,1,6.3,0,0,0,0,25.4,762.1,3.18
Row House,3,1541,1,2,1,1,Hot & Dry,Tier 1,Good,Single Pane,Flat RCC,1,2,5,8,6,9,8,4,8.9,None,0,0,0,0,0,0,0,0,0,1,Top Load,4,0,3,32,3.9,1,10.1,1,5,0,0,10.74,322.3,4.16
Apartment,2,749,1,2,2,0,Composite,Tier 3,Poor,Triple Pane,Insulated RCC,1,2,2,6.4,6,4,3,0,8.5,Electric Geyser,50,1.1,1,400,4,0,1,0,0,1,Front Load,3,0,1,43,9.3,1,11.5,0,0,0,0,40.27,1208,5.03
Independent House,3,1259,3,4,3,1,Hot & Dry,Tier 3,Average,Double Pane,Flat RCC,0,0,0,0,2,14,4,0,7.3,Solar + Backup,35,1.1,1,280,2,1,0,0,0,1,Top Load,7,0,1,43,4.3,1,5.3,0,0,0,0,12.09,362.7,1.51
Independent House,3,1170,1,6,2,4,Cold,Tier 1,Average,Single Pane,Flat RCC,1,4,4,17.9,5,16,0,0,5.5,Solar + Backup,15,2.7,0,0,0,1,0,1,13,1,Top Load,2,0,3,75,8.6,1,6.8,1,7,1,2.5,83.78,2513.4,14.41
Independent House,3,1027,1,5,3,2,Hot & Dry,Tier 3,Poor,Single Pane,Sloped Tiled,1,4,3,14.9,7,15,1,3,6.6,Electric Geyser,50,1.8,0,0,0,0,0,0,0,1,Semi-Automatic,4,0,3,65,4.3,0,0,0,0,0,0,128.73,3862,16.09
Apartment,1,300,1,3,1,2,Hot & Dry,Tier 3,Average,Double Pane,Flat RCC,1,1,4,8.1,7,4,3,0,10.3,Electric Geyser,50,2.3,1,400,4,1,1,0,0,1,Semi-Automatic,7,0,1,75,9.5,2,11,0,0,0,0,38.24,1147.2,4.78
Villa,1,466,1,4,3,1,Hot & Dry,Tier 1,Good,Triple Pane,Flat RCC,1,2,1,7.4,3,24,3,4,9.9,None,0,0,1,340,1,0,1,0,0,1,Top Load,5,0,2,32,9.3,1,6.9,0,0,0,0,43.18,1295.4,5.4
Row House,3,854,1,2,2,0,Temperate,Tier 2,Poor,Single Pane,Insulated RCC,1,2,2,7,7,18,9,0,9.6,Heat Pump,10,1.4,1,190,2,1,0,0,0,1,Top Load,8,0,1,43,2.3,2,3.1,1,2,1,7.5,29.23,876.8,4.78
Independent House,1,305,2,6,2,4,Composite,Tier 2,Poor,Single Pane,Flat RCC,1,2,4,5.9,5,4,5,1,9.7,Electric Geyser,10,1.7,1,280,4,1,0,0,0,1,Front Load,8,1,1,32,8.2,0,0,0,0,0,0,38.69,1160.7,4.84
Independent House,1,398,1,6,3,3,Composite,Tier 1,Good,Single Pane,Sloped Tiled,1,3,2,11.7,3,6,5,0,4.3,Electric Geyser,50,1,1,165,3,0,0,0,0,1,Top Load,7,0,1,50,3.4,0,0,0,0,0,0,57.16,1714.8,7.15
Row House,1,358,2,2,2,0,Hot & Dry,Tier 1,Average,Triple Pane,Flat RCC,1,2,5,12.5,5,18,7,0,3.9,None,0,0,1,500,4,1,0,0,0,0,None,0,0,1,43,3.7,2,6.2,1,5,0,0,23.66,709.8,5.77
Independent House,5,2032,1,2,2,0,Temperate,Tier 1,Good,Triple Pane,Insulated RCC,1,2,1,13.9,4,12,8,2,10.8,Electric Geyser,50,2.7,0,0,0,1,1,0,0,1,Top Load,2,0,1,50,5.7,1,3.9,1,5,0,0,30.42,912.6,6.61
Apartment,3,1476,1,2,1,1,Hot & Humid,Tier 1,Average,Single Pane,Green Roof,1,3,2,13.5,7,17,0,4,10.5,Solar + Backup,10,2.8,1,340,2,1,0,0,0,1,Top Load,5,0,1,43,6.6,0,0,0,0,0,0,96.33,2889.9,12.04
Independent House,2,1023,3,2,1,1,Temperate,Tier 2,Good,Single Pane,Flat RCC,1,3,5,8.1,4,11,0,4,9.1,Electric Geyser,50,0.7,1,280,2,0,0,1,5,1,Front Load,6,0,1,55,4.6,1,8.9,0,0,0,0,36.67,1100.1,4.58
Independent House,2,1079,1,4,1,3,Composite,Tier 1,Average,Triple Pane,Sloped Tiled,0,0,0,0,6,7,5,1,8.5,Electric Geyser,50,1.4,1,165,4,0,1,1,3,1,Semi-Automatic,2,0,1,55,6.6,2,11.9,0,0,0,0,18.87,566,2.36
Independent House,2,686,2,3,1,2,Hot & Dry,Tier 3,Good,Double Pane,Flat RCC,1,3,4,13.5,6,23,3,3,6.3,Electric Geyser,50,2.9,1,280,3,0,0,0,0,1,Front Load,9,0,1,65,3.4,2,11.2,0,0,0,0,75.95,2278.5,9.49
Independent House,3,1527,1,1,1,0,Composite,Tier 2,Poor,Triple Pane,Insulated RCC,1,2,2,8.9,0,23,3,2,5,Electric Geyser,50,0.7,1,400,2,1,0,0,0,1,Semi-Automatic,3,0,3,65,2.2,1,8.8,0,0,0,0,43.35,1300.4,5.42
Row House,3,1234,1,2,2,0,Composite,Tier 1,Average,Double Pane,Flat RCC,1,1,4,7,7,9,0,1,9,Electric Geyser,25,2.1,1,190,3,1,0,1,12,1,Top Load,2,0,2,65,6.6,2,10.4,1,3,1,2.5,17.4,522.1,3.86
Row House,2,569,3,6,1,5,Hot & Humid,Tier 2,Good,Single Pane,Sloped Tiled,1,1,4,9.2,3,4,8,1,11.2,Solar + Backup,10,2.9,1,400,3,0,1,0,0,0,None,0,0,1,75,6.1,1,4.6,0,0,0,0,31.26,937.8,3.91
Independent House,2,606,1,4,1,3,Temperate,Tier 2,Average,Double Pane,Sloped Tiled,0,0,0,0,4,21,2,4,6.9,Solar + Backup,50,2.9,1,400,2,1,0,0,0,1,Front Load,6,0,3,50,7.5,3,8.2,0,0,0,0,16.95,508.5,2.12
Apartment,1,309,2,3,1,2,Hot & Dry,Tier 3,Poor,Single Pane,Flat RCC,0,0,0,0,5,9,4,2,5.7,Electric Geyser,15,1.7,1,165,3,0,0,0,0,1,Front Load,9,1,1,43,7.2,0,0,0,0,0,0,20.13,603.9,2.52
Row House,3,1006,1,2,2,0,Hot & Dry,Tier 1,Average,Double Pane,Flat RCC,0,0,0,0,7,17,9,4,5.4,Solar + Backup,35,0.9,1,165,4,0,0,0,0,1,Semi-Automatic,6,0,1,55,9.2,2,9.1,0,0,0,0,14.66,439.9,1.83
Villa,3,1172,2,6,1,5,Hot & Humid,Tier 1,Average,Double Pane,Flat RCC,0,0,0,0,0,14,0,3,3.2,Electric Geyser,15,1,1,340,3,1,1,1,3,1,Semi-Automatic,2,0,1,32,5.7,1,11.7,0,0,0,0,17.36,520.9,2.17
Apartment,2,735,1,4,3,1,Hot & Dry,Tier 3,Good,Triple Pane,Insulated RCC,1,3,3,7.1,5,20,7,4,7.7,Electric Geyser,15,2.7,1,235,4,0,0,0,0,1,Top Load,8,0,1,40,2.1,1,10.6,1,10,1,2.5,6.76,202.8,6.47
Row House,1,367,1,2,2,0,Composite,Tier 3,Good,Triple Pane,Flat RCC,1,1,3,4.9,4,12,2,0,11.9,Electric Geyser,25,2.8,1,400,2,0,1,1,11,1,Top Load,5,0,2,55,7,1,7.3,0,0,0,0,28.06,841.9,3.51
Villa,1,339,2,1,1,0,Hot & Dry,Tier 2,Average,Single Pane,Sloped Tiled,1,1,2,14.3,7,10,0,4,10.3,Electric Geyser,10,2,1,165,3,1,1,0,0,1,Top Load,8,0,3,75,7.4,2,9.9,0,0,0,0,53.34,1600.3,6.67
Independent House,5,2095,3,1,1,0,Composite,Tier 3,Average,Single Pane,Flat RCC,1,3,3,7,4,17,9,0,11.1,None,0,0,0,0,0,1,1,0,0,1,Top Load,7,0,1,55,6.2,2,11.4,0,0,0,0,45.12,1353.5,5.64
Independent House,2,707,3,2,2,0,Hot & Dry,Tier 1,Excellent,Single Pane,Flat RCC,0,0,0,0,7,20,5,1,8.6,Solar + Backup,10,2.3,1,400,4,1,0,1,8,1,Top Load,5,1,1,32,7.5,1,4.2,0,0,0,0,18.59,557.8,2.32
Apartment,3,904,2,3,1,2,Cold,Tier 2,Average,Double Pane,Sloped Tiled,0,0,0,0,7,11,0,3,7.3,Electric Geyser,50,2.2,1,165,4,1,0,1,6,1,Front Load,6,0,1,55,4.6,2,9.9,0,0,0,0,20.45,613.5,2.56
Apartment,3,902,2,5,1,4,Composite,Tier 1,Good,Double Pane,Insulated RCC,0,0,0,0,4,19,2,0,11.9,Solar + Backup,25,2.6,1,190,4,1,0,0,0,1,Semi-Automatic,4,0,1,55,3.2,2,4.7,0,0,0,0,13.84,415.1,1.73
Apartment,2,686,1,3,1,2,Temperate,Tier 1,Average,Triple Pane,Sloped Tiled,1,2,3,15.1,4,15,4,3,7,Electric Geyser,35,2.2,0,0,0,1,0,0,0,1,Top Load,4,0,2,55,7.3,2,10.8,0,0,0,0,53.7,1611.1,6.71
Villa,2,876,1,4,1,3,Hot & Humid,Tier 3,Good,Double Pane,Insulated RCC,1,1,5,15.3,5,15,3,4,11.3,Electric Geyser,10,1.8,1,400,1,0,1,0,0,1,Front Load,5,0,2,65,4,1,3,0,0,0,0,44.93,1347.8,5.62
Apartment,1,305,1,3,1,2,Hot & Dry,Tier 1,Poor,Single Pane,Sloped Tiled,0,0,0,0,2,8,6,4,9.9,Electric Geyser,25,1.1,0,0,0,1,0,0,0,1,Semi-Automatic,4,0,1,65,5.7,1,3.8,0,0,0,0,15.52,465.7,1.94
Apartment,3,1272,1,4,3,1,Hot & Dry,Tier 2,Average,Single Pane,Sloped Tiled,1,1,3,8.7,4,8,5,1,6,Heat Pump,35,2.4,1,400,4,1,0,0,0,1,Top Load,5,1,2,43,5.9,1,9.2,0,0,0,0,30.27,908.1,3.78
Apartment,3,882,1,4,2,2,Composite,Tier 3,Average,Single Pane,Flat RCC,0,0,0,0,6,17,2,4,7.5,Electric Geyser,15,1.7,1,340,5,1,0,0,0,1,Front Load,3,1,1,65,5.8,1,3.7,0,0,0,0,17.4,522,2.17
Independent House,3,906,1,2,1,1,Temperate,Tier 1,Good,Double Pane,Insulated RCC,1,2,3,5,2,9,7,0,6.5,None,0,0,1,165,4,1,1,0,0,0,None,0,0,3,55,6.8,2,3.6,0,0,0,0,20.1,603.1,2.51
Row House,3,1184,1,3,2,1,Hot & Humid,Tier 3,Average,Triple Pane,Sloped Tiled,1,1,3,17.9,6,10,7,1,4.2,Electric Geyser,50,2.5,1,400,4,1,0,0,0,1,Top Load,5,0,1,40,2.2,2,7.6,0,0,0,0,50.42,1512.7,6.3
Apartment,1,436,2,4,3,1,Hot & Humid,Tier 3,Good,Single Pane,Sloped Tiled,1,2,1,13.2,5,24,1,3,6.2,Electric Geyser,15,2.2,1,190,3,1,0,0,0,1,Semi-Automatic,3,1,2,75,9.9,2,10.3,1,3,1,2.5,54.85,1645.4,8.54
Apartment,5,1390,1,1,1,0,Temperate,Tier 2,Poor,Double Pane,Sloped Tiled,1,2,3,11.6,4,20,6,1,11,None,0,0,1,190,5,1,0,0,0,1,Semi-Automatic,7,0,1,65,7.7,1,4.7,0,0,0,0,46.78,1403.3,5.85
Independent House,3,1159,1,3,1,2,Hot & Humid,Tier 1,Average,Single Pane,Flat RCC,1,1,2,14.7,2,12,0,3,9.8,Electric Geyser,15,0.9,1,280,5,0,1,0,0,1,Top Load,6,0,1,43,5.4,2,10.4,0,0,0,0,45.78,1373.3,5.72
Independent House,2,478,1,3,3,0,Composite,Tier 1,Good,Single Pane,Flat RCC,0,0,0,0,4,16,1,2,5.5,Heat Pump,35,2.1,1,280,4,1,0,0,0,0,None,0,0,2,75,3.5,1,10.1,0,0,0,0,10.06,301.7,1.26
Apartment,5,1745,2,6,2,4,Composite,Tier 2,Average,Double Pane,Flat RCC,1,1,3,15.3,7,12,7,0,6.3,Heat Pump,10,1.1,1,500,4,0,0,0,0,1,Front Load,7,0,1,43,2.6,3,7.8,0,0,0,0,37.67,1130,4.71
Independent House,3,1290,2,3,1,2,Temperate,Tier 1,Poor,Single Pane,Insulated RCC,1,1,5,4.2,4,19,0,0,8.5,None,0,0,1,190,1,0,0,0,0,1,Front Load,7,0,3,50,7.4,1,8.5,1,2,1,2.5,7.5,225,2.06
Apartment,3,968,2,4,1,3,Hot & Humid,Tier 1,Average,Triple Pane,Flat RCC,1,3,4,6.6,2,7,1,3,6.7,Electric Geyser,10,0.7,1,500,4,1,1,0,0,1,Semi-Automatic,8,0,1,55,4.5,2,2.4,0,0,0,0,47.9,1437.1,5.99
Apartment,3,939,1,3,2,1,Hot & Humid,Tier 3,Excellent,Single Pane,Flat RCC,1,2,3,13.2,4,5,0,4,7.5,Electric Geyser,15,2.1,1,500,4,1,0,0,0,0,None,0,0,3,75,3.8,2,5.7,0,0,0,0,53.64,1609.2,6.71
Independent House,4,1356,1,4,1,3,Composite,Tier 1,Poor,Single Pane,Insulated RCC,1,3,3,9.3,4,16,4,4,9.3,Heat Pump,50,2.5,1,500,4,1,1,1,5,1,Front Load,6,0,3,40,5,3,4.6,0,0,0,0,70.28,2108.4,8.78
Independent House,3,1293,1,3,1,2,Cold,Tier 2,Poor,Double Pane,Sloped Tiled,1,2,4,17.8,3,16,6,2,7.2,Solar + Backup,10,1.4,1,340,2,1,1,0,0,1,Top Load,2,0,1,40,6.7,1,3.5,0,0,0,0,72.92,2187.5,9.11
Row House,1,628,1,5,2,3,Hot & Dry,Tier 1,Average,Triple Pane,Flat RCC,0,0,0,0,3,22,5,3,4.7,Solar + Backup,10,2.9,1,235,4,1,0,0,0,1,Top Load,9,0,1,50,7.4,1,5.9,0,0,0,0,15.12,453.5,1.89
Apartment,2,454,1,3,1,2,Hot & Dry,Tier 2,Average,Double Pane,Insulated RCC,1,2,2,17.4,2,15,5,2,7.7,Electric Geyser,50,2.6,1,400,2,0,0,0,0,1,Front Load,2,0,2,40,7.2,1,5.5,0,0,0,0,80.16,2404.7,10.02
Independent House,4,1789,1,4,1,3,Composite,Tier 3,Average,Single Pane,Flat RCC,0,0,0,0,2,7,5,3,6.2,Electric Geyser,10,1.2,1,280,4,0,0,0,0,1,Top Load,7,0,1,75,8.9,1,9.3,0,0,0,0,12.21,366.2,1.53
Independent House,2,754,1,4,2,2,Cold,Tier 1,Good,Single Pane,Sloped Tiled,0,0,0,0,7,13,7,2,5.6,Electric Geyser,10,0.5,0,0,0,1,0,1,8,1,Semi-Automatic,7,0,2,43,3.8,2,8,1,7,1,10,0,0,1.72
Apartment,2,716,3,3,3,0,Temperate,Tier 1,Poor,Single Pane,Sloped Tiled,1,1,1,8.5,7,19,4,3,6,Electric Geyser,50,1.2,1,280,4,1,0,0,0,1,Front Load,8,0,1,32,7.1,3,11.1,0,0,0,0,33.55,1006.6,4.19
Independent House,2,712,3,2,2,0,Cold,Tier 2,Good,Single Pane,Flat RCC,1,2,3,17.9,4,22,9,0,7,Electric Geyser,50,1.2,1,165,2,1,0,1,6,1,Semi-Automatic,6,0,2,43,2.8,1,3.5,0,0,0,0,61.31,1839.3,7.66
Apartment,2,910,1,1,1,0,Hot & Humid,Tier 2,Average,Triple Pane,Flat RCC,0,0,0,0,6,11,6,2,11,Electric Geyser,15,2.7,1,165,1,1,0,0,0,1,Front Load,9,0,1,65,6.4,2,2.6,0,0,0,0,24.19,725.8,3.02
Row House,3,1343,1,1,1,0,Hot & Humid,Tier 2,Excellent,Single Pane,Flat RCC,1,2,3,11.2,2,9,2,2,9.6,Electric Geyser,15,2.9,1,190,4,1,0,0,0,1,Front Load,5,0,2,32,6.7,2,7.3,1,2,1,5,37.45,1123.5,5.81
Apartment,4,1410,1,5,1,4,Composite,Tier 1,Excellent,Single Pane,Flat RCC,1,2,4,15.1,0,7,8,3,9,Heat Pump,10,0.7,1,165,2,1,1,0,0,1,Front Load,5,0,1,40,3.7,1,2,0,0,0,0,41.42,1242.5,5.18
Independent House,2,740,1,2,1,1,Temperate,Tier 1,Average,Double Pane,Flat RCC,0,0,0,0,6,10,9,1,7.2,Solar + Backup,25,1.7,1,165,4,1,1,0,0,1,Semi-Automatic,9,0,2,55,5.1,1,9.9,0,0,0,0,13.49,404.8,1.69
Apartment,1,599,3,2,2,0,Hot & Dry,Tier 3,Average,Double Pane,Green Roof,1,2,3,10.6,3,17,2,1,3,Electric Geyser,15,1.9,0,0,0,0,0,1,10,0,None,0,0,1,75,8.6,2,7.1,0,0,0,0,48.78,1463.4,6.1
Row House,2,669,1,4,1,3,Hot & Humid,Tier 3,Good,Single Pane,Flat RCC,1,2,2,17.8,7,16,5,0,6.1,Electric Geyser,15,0.7,1,500,5,0,0,0,0,1,Top Load,6,0,1,32,3.2,3,6.9,0,0,0,0,75,2250,9.38
Independent House,4,1566,2,2,2,0,Temperate,Tier 2,Average,Single Pane,Insulated RCC,1,3,4,10,2,24,2,4,10.3,Solar + Backup,25,1.4,1,340,2,0,1,0,0,1,Top Load,2,0,3,43,5.5,1,5.6,0,0,0,0,51.18,1535.5,6.4
Independent House,3,886,1,3,1,2,Hot & Humid,Tier 3,Average,Single Pane,Sloped Tiled,1,3,5,12.5,4,8,0,4,6.5,Electric Geyser,25,1.3,1,190,4,0,1,0,0,1,Top Load,6,0,2,43,9.5,0,0,0,0,0,0,70.9,2127,8.86
Apartment,2,788,3,2,2,0,Hot & Dry,Tier 2,Excellent,Single Pane,Sloped Tiled,1,2,4,4.8,3,12,0,0,8.1,Heat Pump,50,1.8,1,235,3,1,1,1,7,0,None,0,0,3,65,6,1,6.3,0,0,0,0,24.59,737.8,3.07
Independent House,4,1127,1,6,3,3,Composite,Tier 2,Average,Single Pane,Flat RCC,1,2,1,15.8,5,6,2,4,4.8,Heat Pump,15,2.2,1,190,5,1,0,0,0,1,Top Load,9,0,1,43,7.8,2,2.2,1,2,1,2.5,55.05,1651.6,8.01
